planet_name,orbital_period,planet_radius,transit_depth,transit_duration,eq_temperature,insolation_flux,stellar_temp,stellar_radius,stellar_gravity,disposition,source
Kepler-249 b,3.306551643,0.91,509.2,1.8177,554.0,22.19,3561.0,0.411,4.855,2.0,Kepler
Kepler-249 d,15.36845737,1.11,756.1,2.4714,332.0,2.86,3561.0,0.411,4.855,2.0,Kepler
Kepler-1730 b,13.81020318,4.56,1309.7,3.048,833.0,113.75,5942.0,1.142,4.327,2.0,Kepler
Kepler-722 b,4.093578461,2.85,538.6,2.5833,1182.0,461.07,6077.0,0.999,4.471,2.0,Kepler
Kepler-722 c,105.145959,3.43,685.4,8.593,401.0,6.09,6077.0,0.999,4.471,2.0,Kepler
Kepler-252 c,10.8484518,2.34,1675.6,2.9993,499.0,14.66,4201.0,0.591,4.682,2.0,Kepler
Kepler-252 b,6.66833241,1.18,362.3,1.915,587.0,28.06,4201.0,0.591,4.682,2.0,Kepler
Kepler-723 b,4.082274889,10.55,17859.0,3.23015,1016.0,251.48,5655.0,0.794,4.581,2.0,Kepler
,3.886655224,1.87,581.6,3.1646,1010.0,246.29,5662.0,0.738,4.61,1.0,Kepler
Kepler-55 c,42.1406089,1.85,895.5,5.083,349.0,3.49,4500.0,0.646,4.656,2.0,Kepler
Kepler-55 e,4.617490562,1.62,575.8,2.2618,728.0,66.47,4500.0,0.646,4.656,2.0,Kepler
Kepler-55 f,10.19849255,1.75,634.1,2.4283,559.0,23.11,4500.0,0.646,4.656,2.0,Kepler
,5.795063956,4.33,1692.9,3.2496,950.0,192.74,5865.0,0.827,4.563,0.0,Kepler
Kepler-250 c,7.15681552,2.47,867.0,2.5882,782.0,88.23,5029.0,0.838,4.494,2.0,Kepler
Kepler-250 d,17.64830851,2.43,763.3,2.0873,579.0,26.49,5029.0,0.838,4.494,2.0,Kepler
Kepler-250 b,4.14810719,1.08,175.2,2.535,938.0,182.76,5029.0,0.838,4.494,2.0,Kepler
Kepler-251 c,16.51410989,2.72,973.5,4.1575,655.0,43.57,5527.0,0.866,4.488,2.0,Kepler
Kepler-251 d,30.1329298,3.14,1015.8,5.172,536.0,19.55,5527.0,0.866,4.488,2.0,Kepler
Kepler-251 b,4.79090809,1.36,251.3,2.603,990.0,227.24,5527.0,0.866,4.488,2.0,Kepler
Kepler-110 c,31.71981013,3.09,363.4,4.819,743.0,71.97,5869.0,1.626,4.024,2.0,Kepler
Kepler-251 e,99.6415962,2.64,952.5,4.448,360.0,3.97,5527.0,0.866,4.488,2.0,Kepler
Kepler-720 b,4.708326451,10.6,7912.7,3.16114,1162.0,431.02,5560.0,1.21,4.246,2.0,Kepler
,16.37198661,540.37,4147.6,3.8449,438.0,8.71,4187.0,0.592,4.656,0.0,Kepler
Kepler-721 b,5.392026903,2.68,1151.4,2.9804,850.0,123.33,5198.0,0.801,4.589,2.0,Kepler
,2.494170338,2.42,863.7,1.1221,1194.0,480.19,5569.0,0.829,4.566,1.0,Kepler
Kepler-730 b,6.491682808,9.66,7163.3,4.301,1062.0,301.54,6123.0,1.107,4.413,2.0,Kepler
,3.044770796,24.54,1695.0,10.0134,1076.0,317.36,5525.0,0.753,4.603,0.0,Kepler
Kepler-731 b,3.855603916,13.61,16653.0,3.2179,1212.0,508.65,6033.0,1.046,4.46,2.0,Kepler
,3.855599139,3.57,1030.9,3.183,1158.0,425.74,5936.0,0.965,4.501,0.0,Kepler
Kepler-468 b,38.47876629,13.26,23530.0,5.04169,484.0,13.01,5510.0,0.879,4.539,2.0,Kepler
,37.601661282,27.22,59130.0,8.30604,606.0,31.86,6140.0,1.096,4.354,0.0,Kepler
Kepler-724 b,3.314947362,3.94,1398.2,1.8007,1155.0,421.03,5609.0,0.944,4.481,2.0,Kepler
,6.71969089,4.37,969.7,3.0231,952.0,194.18,5931.0,0.866,4.479,0.0,Kepler
Kepler-725 b,39.6431552,10.98,15664.0,6.5292,472.0,11.74,5231.0,0.9,4.455,2.0,Kepler
,51.42598578,29.66,66068.0,16.9422,549.0,21.4,6257.0,1.147,4.41,0.0,Kepler
Kepler-726 b,21.80451611,2.6,1144.9,3.4097,543.0,20.48,5481.0,0.708,4.629,2.0,Kepler
Kepler-253 c,10.28194593,2.53,1110.7,3.4366,680.0,50.6,5196.0,0.775,4.593,2.0,Kepler
Kepler-253 d,18.11993039,2.95,1506.9,4.2309,563.0,23.77,5196.0,0.775,4.593,2.0,Kepler
Kepler-253 b,3.78402867,1.7,426.1,1.9012,949.0,191.78,5196.0,0.775,4.593,2.0,Kepler
Kepler-727 b,5.15448142,2.94,697.5,3.228,964.0,204.1,5431.0,0.884,4.457,2.0,Kepler
Kepler-469 b,33.80364366,20.7,13494.0,11.4813,745.0,72.71,5855.0,1.796,3.999,0.0,Kepler
Kepler-728 b,5.743469797,3.13,1240.2,3.4412,982.0,219.95,5897.0,0.891,4.531,2.0,Kepler
,39.4759093,4.06,1012.6,2.968,577.0,26.13,6225.0,1.031,4.45,1.0,Kepler
,19.974485239,26.56,40293.0,4.23479,700.0,56.84,6108.0,0.997,4.471,0.0,Kepler
Kepler-729 b,3.166353562,3.82,1473.4,3.3129,1273.0,621.92,6007.0,0.998,4.47,2.0,Kepler
,23.899634407,44.04,20953.0,3.81881,652.0,42.8,6192.0,0.924,4.503,0.0,Kepler
Kepler-256 c,3.388012244,2.11,280.1,2.6849,1315.0,705.93,5553.0,1.25,4.221,2.0,Kepler
Kepler-256 d,5.83909761,2.06,273.6,3.1915,1097.0,341.48,5553.0,1.25,4.221,2.0,Kepler
Kepler-256 b,1.620467654,1.57,159.6,2.1888,1681.0,1893.42,5553.0,1.25,4.221,2.0,Kepler
Kepler-256 e,10.6816951,2.3,307.8,3.605,897.0,152.75,5553.0,1.25,4.221,2.0,Kepler
Kepler-734 b,6.104849417,3.18,2090.3,4.6912,784.0,89.25,5085.0,0.712,4.584,2.0,Kepler
Kepler-77 b,3.578780566,10.43,11382.0,2.91089,1145.0,406.6,5524.0,0.994,4.421,2.0,Kepler
,3.187067566,23.88,1037.4,3.119,1079.0,319.76,5450.0,0.811,4.552,0.0,Kepler
Kepler-254 b,5.826657508,4.09,1539.1,2.9183,1013.0,248.57,5561.0,1.06,4.362,2.0,Kepler
Kepler-254 c,12.41216347,2.58,611.3,3.739,787.0,90.65,5561.0,1.06,4.362,2.0,Kepler
Kepler-254 d,18.74649011,3.05,796.8,3.895,686.0,52.38,5561.0,1.06,4.362,2.0,Kepler
Kepler-31 b,20.86021229,5.5,1910.5,5.1937,781.0,87.76,6035.0,1.257,4.22,2.0,Kepler
Kepler-31 c,42.63427848,5.22,1719.3,6.1998,615.0,33.82,6035.0,1.257,4.22,2.0,Kepler
Kepler-31 d,87.6476068,4.0,1009.6,8.871,484.0,12.94,6035.0,1.257,4.22,2.0,Kepler
,9.61731426,1.94,234.0,3.8692,1010.0,246.13,6035.0,1.257,4.22,1.0,Kepler
Kepler-732 b,9.467821474,2.13,2237.0,2.4327,407.0,6.47,3582.0,0.458,4.807,2.0,Kepler
Kepler-732 c,0.893040969,1.24,741.7,1.0981,893.0,151.14,3582.0,0.458,4.807,2.0,Kepler
Kepler-15 b,4.942783419,10.62,11145.0,3.25346,1008.0,244.42,5514.0,0.978,4.459,2.0,Kepler
Kepler-733 b,20.83426731,2.74,988.4,4.0454,595.0,29.62,5537.0,0.88,4.549,2.0,Kepler
Kepler-255 c,9.94602357,3.12,994.5,3.3862,807.0,100.34,5344.0,1.013,4.365,2.0,Kepler
Kepler-255 d,1.04562195,1.45,213.0,1.8955,1710.0,2031.84,5344.0,1.013,4.365,2.0,Kepler
Kepler-255 b,5.71462396,1.78,297.8,2.336,971.0,210.16,5344.0,1.013,4.365,2.0,Kepler
,102.9641952,39.0,1896.7,15.735,797.0,95.4,5047.0,7.119,3.066,0.0,Kepler
Kepler-24 b,8.14515981,3.43,446.8,5.073,1050.0,287.91,5896.0,1.24,4.197,2.0,Kepler
Kepler-24 e,18.9985279,43.17,430.7,4.529,792.0,93.03,5896.0,1.24,4.197,2.0,Kepler
Kepler-24 d,4.24439049,2.07,174.0,3.282,1305.0,686.99,5896.0,1.24,4.197,2.0,Kepler
,90.1240507,7.12,3020.3,11.649,485.0,13.09,6520.0,1.215,4.375,1.0,Kepler
Kepler-112 c,28.5742692,2.32,824.9,4.9427,538.0,19.83,5551.0,0.812,4.508,2.0,Kepler
,856.672115,3.87,858.1,23.144,242.0,0.81,6449.0,1.309,4.232,1.0,Kepler
,0.689210173,1.32,195.0,1.6169,1943.0,3362.71,5630.0,0.954,4.505,1.0,Kepler
Kepler-1739 b,7.34373964,1.84,574.4,1.1784,839.0,117.5,5757.0,0.762,4.597,2.0,Kepler
,0.445277068,35.74,186.7,3.539,2562.0,10177.11,6167.0,1.064,4.444,0.0,Kepler
,0.379463865,59.56,1973.3,0.86896,3000.0,19256.81,5075.0,1.783,3.892,0.0,Kepler
,9.88047978,23.6,18541.0,2.78458,860.0,129.45,6113.0,0.917,4.512,0.0,Kepler
,4.6484156,5.06,128.4,38.1939,2259.0,6152.88,6980.0,3.482,3.577,0.0,Kepler
,17.512014768,13.66,4511.7,1.8248,804.0,98.77,6224.0,1.132,4.33,0.0,Kepler
,3.9886021,34.39,673.5,1.7376,3145.0,23135.72,4813.0,13.652,2.472,1.0,Kepler
,0.533059312,133.56,1495.8,1.8621,5862.0,277887.7,8523.0,4.051,3.559,1.0,Kepler
,0.525154153,23.61,747.5,2.1441,2073.0,4391.51,5582.0,0.846,4.497,0.0,Kepler
,1.303861044,27.85,598.2,4.0541,1610.0,1595.19,5758.0,0.902,4.475,0.0,Kepler
,0.73452496,,,6.7,,,,,,0.0,Kepler
,2.55549176,23.35,113.8,9.083,1312.0,701.68,5948.0,0.901,4.508,0.0,Kepler
,2.947376671,403.59,433.2,2.0911,2404.0,7903.84,8090.0,2.234,4.002,0.0,Kepler
Kepler-111 c,224.7789355,7.67,3487.5,11.1899,333.0,2.92,5873.0,1.235,4.293,2.0,Kepler
,0.890110752,1.25,321.5,0.8774,1372.0,838.42,4768.0,0.711,4.628,0.0,Kepler
,5.76573396,7.47,248.0,2.924,1964.0,3518.78,5772.0,4.434,3.364,0.0,Kepler
Kepler-769 b,7.42608123,2.47,443.3,3.6379,1037.0,273.78,6049.0,1.176,4.353,2.0,Kepler
Kepler-769 c,15.9868932,1.62,178.5,4.158,803.0,98.51,6049.0,1.176,4.353,2.0,Kepler
,0.73094589,17.12,250.2,4.32,1922.0,3248.17,5901.0,0.848,4.553,0.0,Kepler
Kepler-770 b,18.92537246,13.92,640.9,3.9835,1171.0,443.58,4941.0,4.885,3.317,2.0,Kepler
,0.933749106,3.22,186.2,4.256,2863.0,15822.49,6215.0,2.188,3.849,0.0,Kepler
,2.037440623,1.19,118.6,3.442,1572.0,1448.05,6253.0,1.015,4.415,0.0,Kepler
,129995.7784,2.99,1474.9,9.408,25.0,0.0,4500.0,0.726,4.572,1.0,Kepler
Kepler-784 b,31.5925809,1.78,145.1,13.566,688.0,53.09,5676.0,1.487,4.1,2.0,Kepler
Kepler-784 c,17.157236,1.55,110.4,11.284,844.0,119.87,5676.0,1.487,4.1,2.0,Kepler
Kepler-785 b,1.97376085,8.78,30222.0,1.82542,753.0,76.1,3807.0,0.503,4.762,2.0,Kepler
,13.118962443,8.25,372.2,4.3045,1768.0,2310.43,7221.0,4.24,3.488,1.0,Kepler
,4.618767792,7.48,4399.1,5.9957,1170.0,442.78,6013.0,1.033,4.381,0.0,Kepler
,7.82187328,2.78,42.2,3.8417,2101.0,4601.71,7221.0,4.24,3.488,1.0,Kepler
,53.5057611,2.52,195.6,10.5616,675.0,49.16,6247.0,1.762,4.016,1.0,Kepler
Kepler-21 b,2.785821236,1.69,68.9,3.5599,1784.0,2388.98,6202.0,1.733,4.026,2.0,Kepler
,52.56901867,78.54,26900.0,6.7507,737.0,69.62,7240.0,1.717,4.178,0.0,Kepler
,3.411758679,14.71,570.6,3.158,684.0,51.85,3995.0,0.561,4.71,0.0,Kepler
,0.525426427,1.45,324.6,1.0801,2069.0,4349.62,5791.0,0.802,4.575,0.0,Kepler
Kepler-755 b,1.269091415,1.41,340.9,1.4647,1331.0,740.47,5041.0,0.766,4.576,2.0,Kepler
Kepler-755 c,2.853133997,1.36,277.1,1.465,1016.0,251.77,5041.0,0.766,4.576,2.0,Kepler
Kepler-1734 b,6.79685353,2.01,393.1,3.1702,985.0,222.91,6061.0,0.97,4.486,2.0,Kepler
,8.667822346,67.37,2121.9,4.9658,1303.0,681.39,6266.0,1.889,3.923,0.0,Kepler
Kepler-770 c,1.475323222,5.88,154.9,2.3155,2740.0,13331.51,4941.0,4.885,3.317,2.0,Kepler
Kepler-770 d,4.15246118,7.62,223.4,2.5755,1941.0,3354.56,4941.0,4.885,3.317,2.0,Kepler
,6.7210783,,,7.46,,,,,,0.0,Kepler
Kepler-771 b,8.7348852,1.59,270.7,4.49,890.0,148.62,5982.0,0.96,4.493,2.0,Kepler
,10.26547688,1.81,399.6,3.733,770.0,83.13,5699.0,0.853,4.553,0.0,Kepler
,13.4471791,5.24,1428.2,3.0454,848.0,122.34,6276.0,1.041,4.405,1.0,Kepler
,3.305577989,25.89,17971.0,2.5903,1027.0,263.55,5534.0,0.707,4.629,0.0,Kepler
,4.800653901,16.91,15304.0,9.0419,1347.0,778.45,6715.0,1.241,4.347,0.0,Kepler
,15.06649901,56.44,36348.0,5.9885,932.0,177.96,5751.0,1.626,4.028,0.0,Kepler
,34.82008158,11.36,18848.0,11.1711,459.0,10.49,5114.0,0.784,4.522,0.0,Kepler
,0.651784374,33.65,2779.3,2.0141,2090.0,4500.59,5555.0,1.061,4.375,0.0,Kepler
,1.353771892,430.99,1349.1,7.012,4903.0,136609.48,4283.0,15.76,2.012,0.0,Kepler
,18.95491633,71.39,867.5,24.249,1139.0,397.48,6362.0,2.534,3.761,0.0,Kepler
,4.348866254,2436.69,625.6,3.2797,6421.0,401588.95,3598.0,101.451,0.65,0.0,Kepler
,47.93094546,68.02,2144.4,2.6897,905.0,158.41,8214.0,1.938,4.104,0.0,Kepler
,3.99751422,2.98,32.8,3.686,2203.0,5563.95,5066.0,5.324,3.122,0.0,Kepler
,1.592633181,1.56,633.1,5.5605,1053.0,290.51,4506.0,0.651,4.626,0.0,Kepler
,67.5923754,12.1,4158.1,12.249,588.0,28.2,6038.0,1.744,4.082,2.0,Kepler
Kepler-265 c,17.02902786,2.54,568.9,4.645,755.0,76.66,5839.0,1.067,4.327,2.0,Kepler
Kepler-265 b,6.84619236,1.67,246.8,3.529,1022.0,258.41,5839.0,1.067,4.327,2.0,Kepler
Kepler-265 e,67.8321638,2.39,507.8,7.358,476.0,12.14,5839.0,1.067,4.327,2.0,Kepler
Kepler-265 d,43.1312147,2.39,447.8,3.198,554.0,22.21,5839.0,1.067,4.327,2.0,Kepler
Kepler-756 b,1.224866441,1.54,196.0,1.7086,1741.0,2174.33,5553.0,1.107,4.32,2.0,Kepler
Kepler-1736 b,37.8102649,2.33,570.3,8.733,566.0,24.27,6085.0,0.973,4.451,2.0,Kepler
Kepler-268 b,25.93406406,2.48,414.5,4.6142,695.0,55.1,5952.0,1.225,4.287,2.0,Kepler
Kepler-268 c,83.4463485,2.73,503.0,6.536,471.0,11.59,5952.0,1.225,4.287,2.0,Kepler
,7.04710032,25.2,400.9,2.926,986.0,223.84,5766.0,1.068,4.363,0.0,Kepler
Kepler-772 b,12.99204853,2.03,270.6,6.0175,866.0,132.94,5765.0,1.242,4.236,2.0,Kepler
,11.11620211,8.96,4843.9,4.211,853.0,125.21,6122.0,0.996,4.471,0.0,Kepler
,1.922861499,5.09,1916.2,3.5734,1392.0,884.12,5778.0,0.911,4.531,0.0,Kepler
,0.635445336,19.0,2547.4,1.8592,1177.0,451.42,3920.0,0.55,4.7,0.0,Kepler
,1.665784138,97.27,2006.2,1.8946,2636.0,11424.49,6261.0,2.789,3.686,0.0,Kepler
,55.6639167,34.14,3414.4,23.546,434.0,8.38,5587.0,0.853,4.528,0.0,Kepler
Kepler-79 d,52.09081627,7.14,2894.1,8.6388,592.0,29.07,6198.0,1.324,4.237,2.0,Kepler
,7.1548608,7.41,780.4,7.694,1482.0,1141.57,7443.0,1.739,4.166,0.0,Kepler
Kepler-1973 b,4.28746668,2.29,790.1,1.5693,942.0,186.31,5296.0,0.815,4.576,2.0,Kepler
,2.002779769,1.42,260.5,2.231,1311.0,696.4,5346.0,0.892,4.44,0.0,Kepler
Kepler-260 b,8.18739443,1.92,517.6,3.0472,782.0,88.36,5251.0,0.849,4.494,2.0,Kepler
Kepler-260 c,76.0498163,1.75,445.9,7.158,372.0,4.53,5251.0,0.849,4.494,2.0,Kepler
Kepler-111 b,3.341799486,1.67,178.2,2.9254,1356.0,798.41,5873.0,1.235,4.293,2.0,Kepler
,3.3226948,15.33,78.7,3.568,3859.0,52428.3,5234.0,16.959,2.41,0.0,Kepler
,36.97708808,38.6,1269.9,4.737,602.0,31.08,5589.0,1.239,4.193,0.0,Kepler
,1.851409163,20.42,232.5,10.232,2154.0,5090.14,7117.0,1.469,4.176,0.0,Kepler
,1.303859704,0.98,36.7,2.8239,2393.0,7759.2,6802.0,1.521,4.103,0.0,Kepler
,145.5624926,40.15,2931.6,5.4126,387.0,5.33,6148.0,1.095,4.346,0.0,Kepler
Kepler-773 b,3.749105745,1.68,182.6,1.9826,1160.0,428.25,5751.0,0.983,4.447,2.0,Kepler
Kepler-774 b,11.08956602,3.51,148.1,6.2877,1422.0,965.62,6353.0,2.867,3.698,2.0,Kepler
,7.37290344,2.67,205.2,2.172,1004.0,240.11,5973.0,1.07,4.371,1.0,Kepler
,7.24476126,0.65,58.0,2.3145,837.0,116.02,5370.0,0.874,4.494,0.0,Kepler
,119.0624882,10.4,5372.3,3.1188,366.0,4.26,5697.0,0.92,4.392,1.0,Kepler
Kepler-415 c,8.70798309,2.01,1419.6,2.4904,543.0,20.59,4362.0,0.554,4.722,2.0,Kepler
,14.8623076,1.57,840.0,3.161,454.0,10.08,4362.0,0.554,4.722,1.0,Kepler
Kepler-415 b,4.17634276,1.23,531.5,2.335,694.0,54.8,4362.0,0.554,4.722,2.0,Kepler
Kepler-79 c,27.40229859,3.63,747.5,6.8491,734.0,68.46,6198.0,1.324,4.237,2.0,Kepler
Kepler-743 b,3.179267286,1.21,200.9,1.0246,1101.0,347.01,5511.0,0.857,4.554,2.0,Kepler
Kepler-261 b,10.38122447,2.18,801.5,2.715,672.0,48.37,5095.0,0.78,4.566,2.0,Kepler
Kepler-261 c,24.5709023,2.82,764.2,3.587,505.0,15.33,5095.0,0.78,4.566,2.0,Kepler
,81.221876,16.59,9883.0,4.1135,385.0,5.2,5619.0,0.874,4.536,0.0,Kepler
,0.817026268,2.92,1145.5,2.0799,1784.0,2386.13,5619.0,0.874,4.536,0.0,Kepler
Kepler-43 b,3.024092505,12.14,7765.0,2.8021,1489.0,1162.54,6063.0,1.358,4.261,2.0,Kepler
,5.670155713,5.85,536.7,0.9361,341.0,3.21,3337.0,0.183,5.126,0.0,Kepler
Kepler-757 b,1.022678654,1.14,129.2,1.3712,1734.0,2138.47,5366.0,1.02,4.363,2.0,Kepler
Kepler-758 b,12.10968709,2.98,284.7,6.3461,1005.0,240.8,6021.0,1.458,4.093,2.0,Kepler
Kepler-758 c,4.75796103,1.7,124.5,4.66,1372.0,835.65,6021.0,1.458,4.093,2.0,Kepler
Kepler-758 d,20.4972755,2.96,242.9,8.536,843.0,119.42,6021.0,1.458,4.093,2.0,Kepler
,13.55480534,0.62,48.3,2.288,679.0,50.41,5370.0,0.874,4.494,0.0,Kepler
,29.74454668,20.06,66894.0,23.2842,455.0,10.1,4889.0,0.788,4.569,0.0,Kepler
,14.15402428,53.25,61625.0,4.47001,777.0,86.13,5850.0,1.037,4.404,0.0,Kepler
,0.844786082,35.27,2468.5,3.5289,1864.0,2846.03,5705.0,0.915,4.452,0.0,Kepler
,0.848483947,32.11,1907.4,1.4451,1908.0,3117.82,5941.0,0.936,4.504,0.0,Kepler
,11.99097576,37.47,2124.3,5.7401,880.0,141.63,6110.0,1.072,4.352,0.0,Kepler
Kepler-786 b,53.5292702,2.28,1086.1,5.668,348.0,3.48,4736.0,0.708,4.624,2.0,Kepler
,0.393726813,24.17,564.6,2.95,2705.0,12661.53,6277.0,1.031,4.449,0.0,Kepler
Kepler-1741 b,2.757584622,1.01,563.1,0.9267,615.0,33.79,3683.0,0.424,4.84,2.0,Kepler
Kepler-787 b,0.928310036,1.16,376.2,1.1899,1115.0,365.72,4109.0,0.602,4.672,2.0,Kepler
Kepler-79 b,13.48457668,3.39,653.5,5.0197,929.0,176.29,6198.0,1.324,4.237,2.0,Kepler
Kepler-276 c,31.8841473,3.7,910.0,6.122,563.0,23.82,5779.0,0.974,4.477,2.0,Kepler
,16.15811112,86.13,2319.8,6.049,660.0,44.83,5619.0,0.874,4.536,1.0,Kepler
,67.69213907,175.98,25457.0,51.349,1173.0,448.21,5355.0,10.703,2.754,0.0,Kepler
Kepler-744 b,12.06222962,1.62,300.2,2.0584,750.0,74.8,5547.0,0.933,4.451,2.0,Kepler
Kepler-745 b,9.93146307,2.41,398.6,5.678,931.0,177.83,5782.0,1.22,4.28,2.0,Kepler
Kepler-262 c,21.85362905,1.75,355.6,3.439,618.0,34.57,5830.0,0.876,4.54,2.0,Kepler
Kepler-758 e,8.19345065,1.74,115.4,5.234,1144.0,405.75,6021.0,1.458,4.093,2.0,Kepler
,19.97867,6.85,944.3,10.168,1351.0,788.02,9651.0,1.895,4.229,0.0,Kepler
Kepler-759 b,41.8059544,2.02,434.4,6.057,533.0,19.02,5907.0,0.973,4.445,2.0,Kepler
,15.45158184,2.02,85.3,2.406,1285.0,643.83,7839.0,2.069,4.08,0.0,Kepler
,89.698168533,102.08,273110.0,5.5418,554.0,22.33,6214.0,1.583,4.021,0.0,Kepler
,1.187352427,67.35,20703.0,4.999,2251.0,6067.3,6424.0,1.489,4.186,0.0,Kepler
,3.012476582,65.25,1138.5,3.1424,2371.0,7471.65,8601.0,2.031,4.137,0.0,Kepler
Kepler-48 b,4.77800306,1.85,473.0,2.7361,932.0,177.79,5192.0,0.873,4.489,2.0,Kepler
,7.814839231,5.33,2010.3,3.0122,903.0,156.74,5887.0,0.931,4.499,0.0,Kepler
,29.7452499,3.6,778.9,22.695,557.0,22.74,5334.0,1.004,4.372,0.0,Kepler
Kepler-269 b,5.32667299,2.26,611.4,3.4045,1007.0,242.97,5831.0,0.921,4.517,2.0,Kepler
,0.741057213,26.67,1996.3,1.05299,1730.0,2128.29,5496.0,0.776,4.592,0.0,Kepler
,2.988085455,21.81,802.8,3.68,1101.0,348.05,5497.0,0.809,4.577,0.0,Kepler
,2.783883492,67.17,903.9,2.4546,1934.0,3304.55,6028.0,2.147,3.835,0.0,Kepler
,0.393727296,23.05,903.5,3.02,2216.0,5746.51,5628.0,0.808,4.575,0.0,Kepler
Kepler-1740 b,8.17242644,3.29,864.3,3.902,858.0,127.95,5705.0,0.905,4.499,2.0,Kepler
,1295.362215,57.82,8708.0,28.297,169.0,0.19,5609.0,1.048,4.346,1.0,Kepler
Kepler-262 b,13.0607936,1.45,236.6,3.215,734.0,68.66,5830.0,0.876,4.54,2.0,Kepler
,4.2989201,2.12,237.6,2.747,1046.0,283.62,5300.0,0.986,4.385,1.0,Kepler
,25.9518461,22.32,1058.5,14.581,521.0,17.37,5372.0,0.796,4.584,0.0,Kepler
,25.9518536,24.6,2017.9,14.755,494.0,14.09,5198.0,0.742,4.604,0.0,Kepler
,5.68628739,4.5,5559.7,17.573,1059.0,297.81,6052.0,0.956,4.442,0.0,Kepler
,15.663886949,27.36,5144.4,2.4775,1060.0,298.77,5996.0,2.221,3.901,0.0,Kepler
,4.020628573,16.94,20901.0,4.4085,1232.0,543.92,6210.0,1.033,4.45,0.0,Kepler
,5.714817603,9.29,12295.0,3.14126,943.0,187.27,5695.0,0.842,4.526,1.0,Kepler
,185.02288222,49.82,43547.0,4.87326,379.0,4.89,6025.0,1.367,4.237,0.0,Kepler
,2.897432135,14.35,1223.7,3.1793,2170.0,5240.0,5970.0,2.994,3.619,0.0,Kepler
Kepler-760 b,8.70420525,2.86,1074.9,2.9385,748.0,74.13,5074.0,0.863,4.474,2.0,Kepler
Kepler-269 c,8.1280933,1.39,224.1,3.727,875.0,138.51,5831.0,0.921,4.517,2.0,Kepler
,2.83668931,1.19,166.1,3.031,1242.0,562.48,5831.0,0.921,4.517,1.0,Kepler
Kepler-775 b,0.974868896,1.16,197.6,1.6191,1612.0,1605.87,5487.0,0.832,4.563,2.0,Kepler
Kepler-776 b,4.89721006,1.48,274.4,1.812,904.0,157.93,5093.0,0.847,4.483,2.0,Kepler
,2.757794163,20.05,39043.0,2.7644,1231.0,542.43,5747.0,0.891,4.514,0.0,Kepler
,1.914158508,13.63,7829.2,3.2917,1646.0,1730.47,6289.0,1.118,4.407,0.0,Kepler
,3.98216698,3.32,381.3,2.396,1374.0,842.48,5570.0,1.548,4.066,0.0,Kepler
,0.643794198,19.51,456.7,1.5662,2011.0,3852.91,5958.0,0.83,4.561,0.0,Kepler
Kepler-275 c,16.08832318,3.42,597.8,5.731,875.0,138.64,6157.0,1.33,4.224,2.0,Kepler
Kepler-275 b,10.30067919,2.2,271.8,4.885,1015.0,251.55,6157.0,1.33,4.224,2.0,Kepler
Kepler-275 d,35.6757453,3.02,471.2,7.381,671.0,47.96,6157.0,1.33,4.224,2.0,Kepler
,1.00861677,,,0.91,,,,,,1.0,Kepler
,161.78832712,36.14,87750.0,5.31,375.0,4.68,6018.0,1.212,4.327,0.0,Kepler
Kepler-263 b,16.56806842,2.54,1331.4,4.2647,548.0,21.27,4987.0,0.716,4.602,2.0,Kepler
Kepler-263 c,47.3329299,2.18,931.5,2.708,386.0,5.25,4987.0,0.716,4.602,2.0,Kepler
,0.856895349,0.82,82.2,1.3078,1881.0,2960.82,6021.0,0.873,4.537,0.0,Kepler
Kepler-264 b,40.8065333,3.71,313.9,13.135,772.0,83.75,6207.0,2.097,3.963,2.0,Kepler
Kepler-760 c,2.46697039,1.56,308.7,1.6345,1139.0,398.42,5074.0,0.863,4.474,2.0,Kepler
,2.624234833,5.11,2607.0,1.3874,1164.0,434.31,5340.0,0.899,4.514,1.0,Kepler
Kepler-266 b,6.61836309,2.98,549.1,3.6813,1066.0,304.65,5529.0,1.294,4.19,2.0,Kepler
Kepler-266 c,107.7214092,4.75,1396.2,8.042,421.0,7.39,5529.0,1.294,4.19,2.0,Kepler
,92.77779,1.92,359.0,6.64,410.0,6.7,5888.0,1.019,4.444,1.0,Kepler
,5.251916208,37.15,10624.0,4.9095,952.0,194.17,5542.0,0.872,4.52,0.0,Kepler
Kepler-48 c,9.673958488,2.63,952.7,3.2641,736.0,69.42,5192.0,0.873,4.489,2.0,Kepler
,100.3039228,29.55,5450.0,8.702,313.0,2.26,5055.0,0.772,4.566,0.0,Kepler
,200.61103346,,,7.13,,,,,,0.0,Kepler
,0.986620248,43.98,1345.8,3.9722,2308.0,6719.67,6243.0,1.385,4.176,0.0,Kepler
,1.63484631,,,6.11,,17098.4,,,,0.0,Kepler
Kepler-276 b,14.12847677,2.73,628.7,3.685,739.0,70.5,5779.0,0.974,4.477,2.0,Kepler
Kepler-276 d,48.6478543,4.14,641.8,5.464,489.0,13.57,5779.0,0.974,4.477,2.0,Kepler
Kepler-788 b,8.39842977,2.0,340.1,6.344,984.0,221.66,6309.0,1.044,4.441,2.0,Kepler
Kepler-789 b,8.63847391,5.99,395.9,5.4566,1419.0,958.35,5684.0,3.046,3.657,2.0,Kepler
,422.917678,5.89,1367.7,31.274,292.0,1.73,5796.0,1.444,4.12,1.0,Kepler
